# Japanese GEDCOM ID to Wikibase QID Mapping
# Generated by japanese_repair_upload.py

# Properties
birth_date	P7
@I1686@	Q8234
@I1689@	Q8237
@I168@	Q6716
@I1690@	Q8238
@I1692@	Q8240
@I1693@	Q8241
@I1696@	Q8244
@I1699@	Q8247
@I16@	Q6462
@I1708@	Q8256
@I1711@	Q8259
@I1713@	Q8261
@I1714@	Q8262
@I1715@	Q8263
@I1716@	Q8264
@I1717@	Q8265
@I171@	Q6719
@I1720@	Q8268
@I1729@	Q8277
@I1731@	Q8279
@I1738@	Q8286
@I1739@	Q8287
@I1740@	Q8288
@I1743@	Q8291
@I1744@	Q8292
@I1745@	Q8293
@I1748@	Q8296
@I1753@	Q8301
@I1755@	Q8303
@I1756@	Q8304
@I1757@	Q8305
@I1758@	Q8306
@I1759@	Q8307
@I1767@	Q8315
@I1769@	Q8317
@I1770@	Q8318
@I1772@	Q8320
@I1773@	Q8321
@I1776@	Q8324
@I177@	Q6725
@I1783@	Q8331
@I1784@	Q8332
@I1785@	Q8333
@I1786@	Q8334
@I1787@	Q8335
@I1788@	Q8336
@I178@	Q6726
@I1790@	Q8338
@I1794@	Q8342
@I1795@	Q8343
@I1797@	Q8345
@I1798@	Q8346
@I1799@	Q8347
@I17@	Q6464
@I1802@	Q8350
@I1803@	Q8351
@I1806@	Q8354
@I1808@	Q8356
@I1809@	Q8357
@I180@	Q6728
@I1810@	Q8358
@I1811@	Q8359
@I1812@	Q8360
@I1813@	Q8361
@I1814@	Q8362
@I1815@	Q8363
@I1816@	Q8364
@I1817@	Q8365
@I1820@	Q8368
@I1824@	Q8372
@I1826@	Q8374
@I1828@	Q8376
@I1830@	Q8378
@I1831@	Q8379
@I1834@	Q8382
@I1835@	Q8383
@I1837@	Q8385
@I183@	Q6731
@I1846@	Q8394
@I1851@	Q8399
@I1852@	Q8400
@I1859@	Q8407
@I1860@	Q8408
@I1861@	Q8409
@I1862@	Q8410
@I1866@	Q8414
@I1867@	Q8415
@I1868@	Q8416
@I1869@	Q8417
@I1870@	Q8418
@I1872@	Q8420
@I1873@	Q8421
@I1874@	Q8422
@I1875@	Q8423
@I187@	Q6735
@I1880@	Q8428
@I1882@	Q8430
@I1883@	Q8431
@I1884@	Q8432
@I1887@	Q8435
@I1888@	Q8436
@I1889@	Q8437
@I188@	Q6736
@I1890@	Q8438
@I1892@	Q8440
@I1893@	Q8441
@I1895@	Q8443
@I1896@	Q8444
@I1897@	Q8445
@I1899@	Q8447
@I189@	Q6737
@I1900@	Q8448
@I1901@	Q8449
@I1903@	Q8451
@I1907@	Q8455
@I1908@	Q8456
@I1909@	Q8457
@I1910@	Q8458
@I1911@	Q8459
@I1912@	Q8460
@I1913@	Q8461
@I1914@	Q8462
@I1917@	Q8465
@I1918@	Q8466
@I1919@	Q8467
@I191@	Q6739
@I1920@	Q8468
@I1921@	Q8469
@I1923@	Q8471
@I1925@	Q8473
@I1926@	Q8474
@I1927@	Q8475
@I1929@	Q8477
@I192@	Q6740
@I1931@	Q8479
@I1932@	Q8480
@I1934@	Q8482
@I1937@	Q8485
@I1938@	Q8486
@I1939@	Q8487
@I1949@	Q8497
@I194@	Q6742
@I1954@	Q8502
@I1957@	Q8505
@I195@	Q6743
@I1960@	Q8508
@I1966@	Q8514
@I1967@	Q8515
@I1968@	Q8516
@I1969@	Q8517
@I196@	Q6744
@I1971@	Q8519
@I1972@	Q8520
@I1977@	Q8525
@I1978@	Q8526
@I197@	Q6745
@I1983@	Q8531
@I1984@	Q8532
@I1986@	Q8534
@I1987@	Q8535
@I1988@	Q8536
@I1989@	Q8537
@I1990@	Q8538
@I1991@	Q8539
@I1992@	Q8540
@I1994@	Q8542
@I1996@	Q8544
@I1998@	Q8546
@I1999@	Q8547
@I19@	Q6467
@I1@	Q6432
@I2000@	Q8548
@I2001@	Q8549
@I2002@	Q8550
@I2003@	Q8551
@I2004@	Q8552
@I2005@	Q8553
@I2006@	Q8554
@I2008@	Q8556
@I2009@	Q8557
@I200@	Q6748
@I2010@	Q8558
@I2011@	Q8559
@I2015@	Q8563
@I2016@	Q8564
@I2018@	Q8566
@I201@	Q6749
@I2021@	Q8569
@I2024@	Q8572
@I2026@	Q8574
@I2027@	Q8575
@I2028@	Q8576
@I2031@	Q8579
@I2034@	Q8582
@I2035@	Q8583
@I2037@	Q8585
@I2040@	Q8588
@I2041@	Q8589
@I2043@	Q8591
@I2044@	Q8592
@I2045@	Q8593
@I2047@	Q8595
@I2049@	Q8597
@I2051@	Q8599
@I2052@	Q8600
@I2053@	Q8601
@I2054@	Q8602
@I2055@	Q8603
@I2056@	Q8604
@I2057@	Q8605
@I2058@	Q8606
@I2059@	Q8607
@I2060@	Q8608
@I2061@	Q8609
@I2062@	Q8610
@I2065@	Q8613
@I2069@	Q8617
@I206@	Q6754
@I2070@	Q8618
@I2071@	Q8619
@I2072@	Q8620
@I2074@	Q8622
@I2075@	Q8623
@I2076@	Q8624
@I2077@	Q8625
@I2078@	Q8626
@I2079@	Q8627
@I2080@	Q8628
@I2082@	Q8630
@I2084@	Q8632
@I2088@	Q8636
@I2089@	Q8637
@I208@	Q6756
@I2090@	Q8638
@I2097@	Q8645
@I2098@	Q8646
@I2099@	Q8647
@I20@	Q6469
@I2105@	Q8653
@I2106@	Q8654
@I2107@	Q8655
@I2108@	Q8656
@I2109@	Q8657
@I2110@	Q8658
@I2112@	Q8660
@I2113@	Q8661
@I2115@	Q8663
@I2118@	Q8666
@I2120@	Q8668
@I2121@	Q8669
@I2122@	Q8670
@I2123@	Q8671
@I2124@	Q8672
@I2125@	Q8673
@I2126@	Q8674
@I2127@	Q8675
@I2128@	Q8676
@I2129@	Q8677
@I2130@	Q8678
@I2132@	Q8680
@I2133@	Q8681
@I2134@	Q8682
@I2137@	Q8685
@I2139@	Q8687
@I213@	Q6761
@I2141@	Q8689
@I2142@	Q8690
@I2146@	Q8694
@I2147@	Q8695
@I2149@	Q8697
@I214@	Q6762
@I2150@	Q8698
@I2153@	Q8701
@I2154@	Q8702
@I2155@	Q8703
@I2156@	Q8704
@I2157@	Q8705
@I2159@	Q8707
@I215@	Q6763
@I2160@	Q8708
@I2161@	Q8709
@I2162@	Q8710
@I2163@	Q8711
@I2164@	Q8712
@I2165@	Q8713
@I2166@	Q8714
@I2167@	Q8715
@I2168@	Q8716
@I2169@	Q8717
@I216@	Q6764
@I2170@	Q8718
@I2171@	Q8719
@I2172@	Q8720
@I2173@	Q8721
@I2174@	Q8722
@I2175@	Q8723
@I2176@	Q8724
@I217@	Q6765
@I2180@	Q8728
@I2182@	Q8730
@I2183@	Q8731
@I2184@	Q8732
@I2186@	Q8734
@I2189@	Q8737
@I2191@	Q8739
@I2192@	Q8740
@I2193@	Q8741
@I2194@	Q8742
@I2195@	Q8743
@I2196@	Q8744
@I2197@	Q8745
@I2199@	Q8747
@I21@	Q6471
@I2200@	Q8748
@I2202@	Q8750
@I2203@	Q8751
@I2204@	Q8752
@I2208@	Q8756
@I2209@	Q8757
@I220@	Q6768
@I2213@	Q8761
@I2215@	Q8763
@I2216@	Q8764
@I2217@	Q8765
@I2218@	Q8766
@I221@	Q6769
@I2221@	Q8769
@I2222@	Q8770
@I2223@	Q8771
@I2225@	Q8773
@I2226@	Q8774
@I2227@	Q8775
@I2228@	Q8776
@I2231@	Q8779
@I2233@	Q8781
@I2234@	Q8782
@I223@	Q6771
@I2240@	Q8788
@I2247@	Q8795
@I2248@	Q8796
@I2249@	Q8797
@I224@	Q6772
@I2251@	Q8799
@I2256@	Q8804
@I2257@	Q8805
@I225@	Q6773
@I2261@	Q8809
@I2263@	Q8811
@I2264@	Q8812
@I2265@	Q8813
@I2267@	Q8815
@I2268@	Q8816
@I2269@	Q8817
@I226@	Q6774
@I2278@	Q8826
@I2279@	Q8827
@I227@	Q6775
@I2282@	Q8830
@I2283@	Q8831
@I2284@	Q8832
@I2285@	Q8833
@I2288@	Q8836
@I2289@	Q8837
@I228@	Q6776
@I2291@	Q8839
@I2296@	Q8844
@I2297@	Q8845
@I229@	Q6777
@I22@	Q6473
@I2300@	Q8848
@I2301@	Q8849
@I2303@	Q8851
@I2305@	Q8853
@I230@	Q6778
@I2310@	Q8858
@I2311@	Q8859
@I2312@	Q8860
@I2313@	Q8861
@I2316@	Q8864
@I2317@	Q8865
@I231@	Q6779
@I2323@	Q8871
@I2324@	Q8872
@I2325@	Q8873
@I2326@	Q8874
@I2327@	Q8875
@I2328@	Q8876
@I2329@	Q8877
@I232@	Q6780
@I2330@	Q8878
@I2331@	Q8879
@I2333@	Q8881
@I2334@	Q8882
@I2335@	Q8883
@I2336@	Q8884
@I2338@	Q8886
@I2340@	Q8888
@I2343@	Q8891
@I2344@	Q8892
@I2349@	Q8897
@I234@	Q6782
@I2350@	Q8898
@I2353@	Q8901
@I2354@	Q8902
@I2355@	Q8903
@I2356@	Q8904
@I2357@	Q8905
@I2358@	Q8906
@I2361@	Q8909
@I2362@	Q8910
@I2363@	Q8911
@I2364@	Q8912
@I2365@	Q8913
@I2366@	Q8914
@I2368@	Q8916
@I2371@	Q8919
@I2375@	Q8923
@I2376@	Q8924
@I237@	Q6785
@I2384@	Q8932
@I2388@	Q8936
@I2389@	Q8937
@I2391@	Q8939
@I2392@	Q8940
@I2393@	Q8941
@I2396@	Q8944
@I2397@	Q8945
@I2398@	Q8946
@I2399@	Q8947
@I23@	Q6475
@I2402@	Q8950
@I2403@	Q8951
@I2405@	Q8953
@I2407@	Q8955
@I2408@	Q8956
@I2409@	Q8957
@I2412@	Q8960
@I2413@	Q8961
@I2415@	Q8963
@I2419@	Q8967
@I2420@	Q8968
@I2421@	Q8969
@I2422@	Q8970
@I2423@	Q8971
@I2424@	Q8972
@I2425@	Q8973
@I2426@	Q8974
@I2427@	Q8975
@I2429@	Q8977
@I2430@	Q8978
@I2431@	Q8979
@I2435@	Q8983
@I2436@	Q8984
@I2437@	Q8985
@I243@	Q6791
@I2440@	Q8988
@I2441@	Q8989
@I2442@	Q8990
@I2444@	Q8992
@I2445@	Q8993
@I2447@	Q8995
@I2448@	Q8996
@I244@	Q6792
@I2451@	Q8999
@I2453@	Q9001
@I2454@	Q9002
@I2456@	Q9004
@I245@	Q6793
@I2460@	Q9008
@I2461@	Q9009
@I2462@	Q9010
@I2463@	Q9011
@I2466@	Q9014
@I2467@	Q9015
@I2468@	Q9016
@I2469@	Q9017
@I246@	Q6794
@I2470@	Q9018
@I2474@	Q9022
@I2475@	Q9023
@I2476@	Q9024
@I2477@	Q9025
@I247@	Q6795
@I2481@	Q9029
@I2482@	Q9030
@I2483@	Q9031
@I2484@	Q9032
@I2486@	Q9034
@I2487@	Q9035
@I2488@	Q9036
@I2489@	Q9037
@I248@	Q6796
@I2490@	Q9038
@I2494@	Q9042
@I2495@	Q9043
@I2496@	Q9044
@I2497@	Q9045
@I2498@	Q9046
@I2499@	Q9047
@I249@	Q6797
@I24@	Q6477
@I2500@	Q9048
@I2501@	Q9049
@I2502@	Q9050
@I2503@	Q9051
@I2504@	Q9052
@I2507@	Q9055
@I2508@	Q9056
@I2509@	Q9057
@I250@	Q6798
@I2512@	Q9060
@I2513@	Q9061
@I2514@	Q9062
@I2515@	Q9063
@I2516@	Q9064
@I251@	Q6799
@I2520@	Q9068
@I2522@	Q9070
@I2523@	Q9071
@I2525@	Q9073
@I2526@	Q9074
@I2527@	Q9075
@I2529@	Q9077
@I252@	Q6800
@I2530@	Q9078
@I2533@	Q9081
@I2534@	Q9082
@I2535@	Q9083
@I2536@	Q9084
@I2537@	Q9085
@I2538@	Q9086
@I2539@	Q9087
@I2545@	Q9093
@I2547@	Q9095
@I254@	Q6802
@I2550@	Q9098
@I2554@	Q9102
@I2555@	Q9103
@I2557@	Q9105
@I2559@	Q9107
@I2565@	Q9113
@I256@	Q6804
@I2572@	Q9120
@I2573@	Q9121
@I2574@	Q9122
@I2575@	Q9123
@I2576@	Q9124
@I2577@	Q9125
@I2578@	Q9126
@I2579@	Q9127
@I257@	Q6805
@I2582@	Q9130
@I2583@	Q9131
@I2584@	Q9132
@I2588@	Q9136
@I2589@	Q9137
@I258@	Q6806
@I2590@	Q9138
@I2591@	Q9139
@I2592@	Q9140
@I2593@	Q9141
@I2594@	Q9142
@I2599@	Q9147
@I259@	Q6807
@I25@	Q6479
@I2600@	Q9148
@I2602@	Q9150
@I2603@	Q9151
@I2605@	Q9153
@I2606@	Q9154
@I2607@	Q9155
@I2608@	Q9156
@I2609@	Q9157
@I2610@	Q9158
@I2611@	Q9159
@I2612@	Q9160
@I2613@	Q9161
@I2614@	Q9162
@I2615@	Q9163
@I2616@	Q9164
@I2617@	Q9165
@I2618@	Q9166
@I2619@	Q9167
@I2620@	Q9168
@I2621@	Q9169
@I2622@	Q9170
@I2623@	Q9171
@I2626@	Q9174
@I2627@	Q9175
@I2628@	Q9176
@I2629@	Q9177
@I262@	Q6810
@I2630@	Q9178
@I2637@	Q9185
@I2639@	Q9187
@I263@	Q6811
@I2640@	Q9188
@I2641@	Q9189
@I2642@	Q9190
@I2645@	Q9193
@I264@	Q6812
@I2651@	Q9199
@I2652@	Q9200
@I2653@	Q9201
@I2654@	Q9202
@I2655@	Q9203
@I2656@	Q9204
@I2657@	Q9205
@I2665@	Q9213
@I266@	Q6814
@I2675@	Q9223
@I2680@	Q9228
@I2683@	Q9231
@I2688@	Q9236
@I2689@	Q9237
@I2693@	Q9241
@I2694@	Q9242
@I2695@	Q9243
@I2696@	Q9244
@I2697@	Q9245
@I2698@	Q9246
@I2699@	Q9247
@I26@	Q6481
@I2700@	Q9248
@I2701@	Q9249
@I2702@	Q9250
@I2703@	Q9251
@I2704@	Q9252
@I2707@	Q9255
@I2708@	Q9256
@I2709@	Q9257
@I270@	Q6818
@I2710@	Q9258
@I2718@	Q9266
@I2720@	Q9268
@I2722@	Q9270
@I2724@	Q9272
@I2725@	Q9273
@I2726@	Q9274
@I272@	Q6820
@I273@	Q6821
@I2742@	Q9290
@I2743@	Q9291
@I2744@	Q9292
@I2748@	Q9296
@I274@	Q6822
@I2750@	Q9298
@I2752@	Q9300
@I2753@	Q9301
@I2755@	Q9303
@I2756@	Q9304
@I2758@	Q9306
@I2760@	Q9308
@I2761@	Q9309
@I2762@	Q9310
@I2763@	Q9311
@I2764@	Q9312
@I2765@	Q9313
@I2766@	Q9314
@I2767@	Q9315
@I2769@	Q9317
@I276@	Q6824
@I2770@	Q9318
@I2772@	Q9320
@I2773@	Q9321
@I2777@	Q9325
@I2779@	Q9327
@I2780@	Q9328
@I2781@	Q9329
@I2782@	Q9330
@I2783@	Q9331
@I2784@	Q9332
@I2786@	Q9334
@I2787@	Q9335
@I2788@	Q9336
@I2789@	Q9337
@I2790@	Q9338
@I2791@	Q9339
@I2792@	Q9340
@I2793@	Q9341
@I2794@	Q9342
@I2795@	Q9343
@I2796@	Q9344
@I2799@	Q9347
@I279@	Q6827
@I27@	Q6483
@I2800@	Q9348
@I2801@	Q9349
@I2802@	Q9350
@I2803@	Q9351
@I2804@	Q9352
@I2805@	Q9353
@I2809@	Q9357
@I2814@	Q9362
@I2815@	Q9363
@I2816@	Q9364
@I2817@	Q9365
@I2818@	Q9366
@I2820@	Q9368
@I2822@	Q9370
@I2825@	Q9373
@I2827@	Q9375
@I2829@	Q9377
@I2835@	Q9383
@I2836@	Q9384
@I2837@	Q9385
@I2839@	Q9387
@I2840@	Q9388
@I2841@	Q9389
@I2842@	Q9390
@I2847@	Q9395
@I2849@	Q9397
@I284@	Q6832
@I2850@	Q9398
@I2851@	Q9399
@I2852@	Q9400
@I2853@	Q9401
@I2854@	Q9402
@I2855@	Q9403
@I2858@	Q9406
@I2859@	Q9407
@I285@	Q6833
@I2860@	Q9408
@I2861@	Q9409
@I2863@	Q9411
@I2864@	Q9412
@I2868@	Q9416
@I286@	Q6834
@I2870@	Q9418
@I2877@	Q9425
@I287@	Q6835
@I2880@	Q9428
@I2881@	Q9429
@I2882@	Q9430
@I2884@	Q9432
@I2885@	Q9433
@I2887@	Q9435
@I2888@	Q9436
@I288@	Q6836
@I2890@	Q9438
@I2891@	Q9439
@I2892@	Q9440
@I2893@	Q9441
@I2894@	Q9442
@I2896@	Q9444
@I2897@	Q9445
@I2898@	Q9446
@I2899@	Q9447
@I289@	Q6837
@I28@	Q6485
@I2900@	Q9448
@I2904@	Q9452
@I2906@	Q9454
@I2908@	Q9456
@I2909@	Q9457
@I290@	Q6838
@I291@	Q6839
@I2920@	Q9468
@I2921@	Q9469
@I2922@	Q9470
@I2928@	Q9476
@I2929@	Q9477
@I292@	Q6840
@I2930@	Q9478
@I2937@	Q9485
@I293@	Q6841
@I2942@	Q9490
@I2943@	Q9491
@I2945@	Q9493
@I2946@	Q9494
@I2947@	Q9495
@I2949@	Q9497
@I294@	Q6842
@I2950@	Q9498
@I2954@	Q9502
@I2955@	Q9503
@I2958@	Q9506
@I2959@	Q9507
@I2964@	Q9512
@I2972@	Q9520
@I2973@	Q9521
@I2974@	Q9522
@I2975@	Q9523
@I2976@	Q9524
@I2977@	Q9525
@I2978@	Q9526
@I2979@	Q9527
@I2981@	Q9529
@I2982@	Q9530
@I2983@	Q9531
@I2984@	Q9532
@I2985@	Q9533
@I2986@	Q9534
@I2989@	Q9537
@I2992@	Q9540
@I2996@	Q9544
@I29@	Q6487
@I2@	Q6434
@I3001@	Q9549
@I3002@	Q9550
@I3003@	Q9551
@I3004@	Q9552
@I3005@	Q9553
@I3007@	Q9555
@I3008@	Q9556
@I3009@	Q9557
@I300@	Q6848
@I3010@	Q9558
@I3011@	Q9559
@I3016@	Q9564
@I3017@	Q9565
@I3018@	Q9566
@I301@	Q6849
@I3020@	Q9568
@I3021@	Q9569
@I3022@	Q9570
@I3026@	Q9574
@I3030@	Q9578
@I3034@	Q9582
@I303@	Q6851
@I3043@	Q9591
@I3044@	Q9592
@I3046@	Q9594
@I3048@	Q9596
@I304@	Q6852
@I3050@	Q9598
@I3051@	Q9599
@I3054@	Q9602
@I3055@	Q9603
@I3056@	Q9604
@I3057@	Q9605
@I3059@	Q9607
@I3060@	Q9608
@I3065@	Q9613
@I3066@	Q9614
@I3067@	Q9615
@I3068@	Q9616
@I3070@	Q9618
@I3073@	Q9621
@I3074@	Q9622
@I3078@	Q9626
@I3079@	Q9627
@I3080@	Q9628
@I3084@	Q9632
@I3087@	Q9635
@I3088@	Q9636
@I308@	Q6856
@I3096@	Q9644
@I3097@	Q9645
@I3099@	Q9647
@I30@	Q6489
@I3107@	Q9655
@I310@	Q6858
@I3110@	Q9658
@I3115@	Q9663
@I3116@	Q9664
@I3117@	Q9665
@I311@	Q6859
@I3122@	Q9670
@I312@	Q6860
@I3130@	Q9678
@I3134@	Q9682
@I3135@	Q9683
@I3136@	Q9684
@I3137@	Q9685
@I3138@	Q9686
@I313@	Q6861
@I3147@	Q9695
@I3148@	Q9696
@I314@	Q6862
@I3150@	Q9698
@I3153@	Q9701
@I3156@	Q9704
@I315@	Q6863
@I3160@	Q9708
@I3161@	Q9709
@I3162@	Q9710
@I3163@	Q9711
@I3165@	Q9713
@I3168@	Q9716
@I3169@	Q9717
@I316@	Q6864
@I3170@	Q9718
@I3171@	Q9719
@I3172@	Q9720
@I3174@	Q9722
@I3175@	Q9723
@I3176@	Q9724
@I3178@	Q9726
@I3179@	Q9727
@I317@	Q6865
@I3180@	Q9728
@I3181@	Q9729
@I3184@	Q9732
@I3185@	Q9733
@I3186@	Q9734
@I318@	Q6866
@I3190@	Q9738
@I3194@	Q9742
@I3195@	Q9743
@I319@	Q6867
